date,KPI,GDN_Spend,GDN_IMP,FB_Spend,FB_IMP,Google_nonbrand_Spend,Google_nonbrand_IMP,Google_nonbrand_e_Spend,Google_nonbrand_e_IMP,Google_brand_spend,Google_brand_imp,YT_Spend,YT_IMP,radio_spend,radio_imp,tv60_imp,tv30_imp,tv15_imp,tv60_spend,tv30_spend,tv15_spend
28-Nov-14,671,199,"84,359",302,"21,490","1,392","14,136",,,144,"5,055",0,0,0,0,0,193,354,0,"2,175","1,660"
29-Nov-14,402,211,"57,105",384,"27,125","1,382","11,988",,,96,"3,366",0,0,0,0,0,226,242,0,"2,512","1,045"
30-Nov-14,455,177,"68,548",605,"56,880","1,686","13,376",,,101,"3,586",0,0,0,0,0,143,223,0,"1,404",898
1-Dec-14,726,224,"107,590",695,"63,892","1,632","13,407",,,209,"5,890",0,0,0,0,0,282,366,0,"3,387","1,690"
2-Dec-14,799,289,"132,947",593,"61,516","1,297","10,739",,,157,"5,637",0,0,0,0,0,234,318,0,"3,006","1,518"
3-Dec-14,731,251,"94,453",415,"40,017","1,262","10,151",,,144,"5,449",0,0,0,0,0,170,265,0,"2,175","1,311"
4-Dec-14,641,183,"48,412",137,"15,277","1,094","10,933",,,159,"5,460",0,0,0,0,0,137,197,0,"1,545",857
5-Dec-14,649,146,"41,703",101,"13,391","1,079","10,352",,,123,"4,629",0,0,0,0,0,200,221,0,"2,343",966
6-Dec-14,384,126,"32,823",77,"10,280","1,006","7,067",,,83,"3,069",0,0,0,0,0,162,226,0,"1,814",988
7-Dec-14,415,109,"30,184",207,"23,846",944,"6,978",,,92,"3,155",0,0,0,0,0,175,242,0,528,179
8-Dec-14,833,84,"25,671",176,"13,659","1,300","10,843",,,147,"5,211",0,0,0,0,0,262,245,0,"2,711","1,016"
9-Dec-14,846,63,"26,254",121,"14,607","1,181","11,250",,,137,"5,533",0,0,0,0,0,193,306,0,"2,147","1,361"
10-Dec-14,750,86,"26,439",118,"10,883","1,396","13,347",,,155,"5,287",0,0,0,0,0,259,324,0,"2,944","1,550"
11-Dec-14,640,64,"25,766",109,"10,754","1,095","11,570",,,136,"5,039",0,0,0,0,0,164,234,0,"1,932",944
12-Dec-14,559,56,"21,496",50,"8,103","1,142","9,724",,,117,"4,220",0,0,0,0,0,160,274,0,"1,818","1,200"
13-Dec-14,368,76,"20,294",4,658,"1,033","8,116",,,69,"2,949",0,0,0,0,0,283,265,0,"3,295","1,213"
14-Dec-14,385,63,"22,586",12,"1,524",912,"8,689",,,83,"3,108",0,0,0,0,0,139,234,0,"1,419",985
15-Dec-14,696,208,"73,311",98,"8,587","1,185","12,191",,,126,"4,841",0,0,0,0,0,74,65,0,744,225
16-Dec-14,697,253,"136,541",197,"15,870","1,107","11,866",,,144,"4,740",0,0,0,0,0,0,0,0,0,0
17-Dec-14,606,271,"121,574",168,"18,953","1,144","11,130",,,94,"4,269",0,0,0,0,0,0,0,0,0,0
18-Dec-14,455,392,"141,981",142,"11,800",893,"10,472",,,116,"3,808",0,0,0,0,0,0,0,0,0,0
19-Dec-14,330,365,"141,555",141,"14,666",928,"9,071",,,98,"3,269",0,0,0,0,0,0,0,0,0,0
20-Dec-14,263,380,"137,259",187,"14,482",796,"7,389",,,67,"2,425",0,0,0,0,0,0,0,0,0,0
21-Dec-14,264,392,"134,917",171,"18,123",917,"8,054",,,59,"2,445",0,0,0,0,0,0,0,0,0,0
22-Dec-14,310,347,"132,837",195,"21,733",748,"9,868",,,85,"2,959",0,0,0,0,0,0,0,0,0,0
23-Dec-14,319,338,"134,767",231,"17,952",739,"9,176",,,53,"2,782",0,0,0,0,0,0,0,0,0,0
24-Dec-14,226,250,"110,959",186,"15,672",581,"6,291",,,51,"2,024",0,0,0,0,0,0,0,0,0,0
25-Dec-14,143,159,"69,542",142,"14,938",751,"6,232",,,46,"1,628",0,0,0,0,0,0,0,0,0,0
26-Dec-14,211,129,"68,995",252,"18,043","1,112","8,864",,,47,"1,967",0,0,0,0,0,0,0,0,0,0
27-Dec-14,260,163,"94,274",248,"22,512","1,393","10,634",,,47,"2,221",0,0,0,0,0,0,0,0,0,0
28-Dec-14,299,176,"104,792",219,"21,773","1,798","12,003",,,68,"2,439",0,0,0,0,0,0,0,0,0,0
29-Dec-14,379,179,"114,528",99,"9,773","2,118","14,828",,,72,"3,285",0,0,0,0,0,236,109,0,"2,289",531
30-Dec-14,427,200,"110,221",128,"12,377","1,859","14,340",,,95,"3,343",0,0,0,0,0,188,146,0,"1,785",482
31-Dec-14,352,191,"113,155",124,"12,833","1,548","10,699",,,62,"2,742",0,0,0,0,0,124,132,0,"1,503",550
1-Jan-15,300,173,"156,672",148,"12,911","1,818","11,575",,,67,"2,349",0,0,0,0,0,5,2,0,32,7
2-Jan-15,448,261,"239,900",148,"15,636","2,460","15,352",,,79,"3,239",0,0,0,0,0,139,75,0,"1,504",208
3-Jan-15,459,272,"254,012",148,"17,347","2,531","15,734",,,80,"3,095",0,0,0,0,0,235,208,0,"2,045",799
4-Jan-15,501,335,"313,793",148,"14,931","2,630","17,005",,,120,"3,391",0,0,0,0,0,436,226,0,"4,770",846
5-Jan-15,956,347,"300,736",807,"102,439","2,800","18,666",,,127,"4,136",0,0,0,0,0,295,181,0,"3,034",787
6-Jan-15,934,325,"267,827",710,"87,934","3,676","23,758",,,143,"5,247",0,0,0,0,0,531,408,0,"6,115","1,929"
7-Jan-15,992,325,"266,409",672,"91,649","3,004","28,544",,,171,"5,348",0,0,0,0,0,398,308,0,"4,124","1,173"
8-Jan-15,"1,049",322,"274,270","1,599","138,231","2,927","23,631",,,129,"5,187",0,0,0,0,0,264,258,0,"2,927","1,099"
9-Jan-15,853,289,"246,529","1,473","145,604","2,390","19,055",,,125,"4,763",0,0,0,0,0,204,153,0,"2,280",548
10-Jan-15,461,268,"217,262","1,286","120,308","2,145","14,692",,,86,"3,479",0,0,0,0,0,349,156,0,"3,593",565
11-Jan-15,604,318,"259,617","1,427","131,125","2,600","16,328",,,98,"3,694",0,0,0,0,0,423,290,0,"4,250","1,205"
12-Jan-15,"1,025",342,"286,079","1,511","152,300","3,692","32,316",,,178,"5,575",0,0,0,0,0,256,246,0,"2,449","1,025"
13-Jan-15,941,384,"290,938","1,364","139,813","4,066","34,718",,,204,"5,978",0,0,0,0,0,427,257,0,"4,793","1,067"
14-Jan-15,890,359,"276,263","1,263","127,790","3,508","25,898",,,167,"5,763",0,0,0,0,0,330,214,0,"3,504",738
15-Jan-15,882,356,"284,369","1,334","136,377","2,880","24,441",,,180,"5,368",0,0,0,0,0,367,199,0,"3,947",776
16-Jan-15,771,345,"279,597","1,388","142,182","3,140","21,156",,,151,"5,074",0,0,0,0,0,388,259,0,"3,959","1,279"
17-Jan-15,522,325,"262,398","1,338","131,404","2,742","17,242",,,109,"3,667",0,0,0,0,0,319,270,0,"3,290","1,070"
18-Jan-15,508,406,"304,808","1,310","146,483","3,037","19,316",,,124,"3,751",0,0,0,0,0,268,383,0,"2,822","1,431"
19-Jan-15,982,423,"340,812","1,606","169,548","4,012","25,616",,,187,"5,806",0,0,0,0,0,528,156,0,"5,348",699
20-Jan-15,987,469,"366,076","1,661","156,662","3,490","23,323",,,224,"5,950",0,0,0,0,0,286,429,0,"3,037","1,958"
21-Jan-15,855,564,"348,729","1,870","156,106","3,437","21,117",,,257,"5,974",0,0,0,0,0,300,185,0,"2,488",650
22-Jan-15,775,536,"371,395","2,297","183,206","1,947","13,113",,,218,"5,414",0,0,0,0,0,326,250,0,"3,431",743
23-Jan-15,664,475,"343,974","2,303","161,883","1,643","12,466",,,233,"5,448",0,0,0,0,0,410,271,0,"3,728","1,026"
24-Jan-15,502,407,"308,635","2,099","146,441","1,380","10,229",,,140,"3,802",0,0,0,0,0,521,263,0,"5,110","1,053"
25-Jan-15,506,453,"303,534","1,781","146,567",936,"6,607",,,159,"3,810",0,0,0,0,0,384,317,0,"3,527","1,115"
26-Jan-15,783,454,"309,153","1,954","183,997","2,009","13,827",,,234,"5,258",0,0,0,0,0,567,283,0,"6,186","1,145"
27-Jan-15,778,430,"263,895","2,090","193,755","2,434","16,763",,,253,"6,461",0,0,0,0,0,346,241,0,"3,977","1,130"
28-Jan-15,868,369,"221,045","1,911","179,249","2,451","16,550",,,260,"6,491",0,0,0,0,0,399,226,0,"4,009",846
29-Jan-15,714,307,"178,443","1,739","147,693","2,392","16,527",,,249,"5,993",0,0,0,0,0,280,207,0,"2,902",903
30-Jan-15,685,251,"151,503","1,624","138,738","2,333","16,403",,,246,"5,101",0,0,0,0,0,296,250,0,"2,876",856
